gender,age,state_of_origin,institution_tier,skills_score,experience_years,gap_years,referral,communication_score,hiring_decision,actual_performance_score
1,43,Tier3,Tier2_College,61.2,6,0,0,48.4,0,45.3
0,30,Tier2,Tier3_College,59.6,8,1,0,69.0,0,50.0
0,44,Tier3,Tier3_College,86.7,3,1,0,59.1,0,61.6
0,28,Tier2,Tier3_College,63.1,1,0,0,94.1,0,51.8
0,45,Tier3,Tier3_College,54.8,5,0,0,75.1,0,49.8
1,44,Tier2,Tier2_College,71.2,2,0,1,77.6,1,58.3
0,33,Tier2,Tier3_College,55.5,7,0,0,79.6,0,43.7
1,30,Metro,Tier2_College,57.5,6,0,1,64.8,1,49.2
1,27,Tier2,Tier2_College,77.7,5,0,1,75.8,1,54.8
0,44,Metro,Tier2_College,27.9,3,0,0,43.6,1,28.4
1,23,Tier3,IIT_NIT,54.5,2,1,1,58.9,0,53.8
1,30,Tier2,Tier3_College,58.5,6,0,1,79.2,1,51.6
1,38,Tier3,Tier2_College,89.6,2,0,0,87.7,1,68.0
0,22,Metro,Tier3_College,74.2,3,0,0,91.0,0,40.7
1,40,Metro,Tier2_College,67.6,5,0,0,69.9,1,49.6
1,27,Tier3,Tier3_College,66.6,2,0,1,76.0,0,62.2
0,26,Tier2,Tier2_College,69.7,5,0,0,62.5,1,55.1
0,23,Tier2,Tier2_College,71.4,5,2,1,57.6,0,52.6
1,30,Tier3,Tier2_College,69.8,7,0,1,96.4,0,46.9
1,35,Tier2,Tier2_College,95.3,4,0,0,59.4,0,82.7
0,25,Metro,Tier3_College,61.9,6,1,0,64.3,1,50.9
1,25,Tier3,Tier2_College,70.4,2,0,1,82.0,1,62.6
0,42,Metro,IIT_NIT,68.5,2,1,0,44.7,0,34.8
1,36,Tier3,Tier3_College,81.1,4,0,1,56.1,1,68.0
0,29,Metro,IIT_NIT,58.3,7,3,0,60.8,0,38.6
1,25,Tier2,Tier2_College,62.9,6,0,0,65.9,1,52.8
0,37,Metro,Tier2_College,46.8,9,0,0,76.4,0,37.0
0,42,Tier2,IIT_NIT,81.8,4,0,1,65.3,1,60.9
0,25,Metro,Tier3_College,46.7,2,2,0,64.0,0,39.8
0,37,Tier3,Tier3_College,75.6,7,2,0,54.1,0,58.2
1,43,Tier2,Tier3_College,91.5,4,0,1,65.9,1,63.3
0,33,Metro,IIT_NIT,95.0,2,0,0,60.5,1,70.3
1,37,Tier2,Tier2_College,63.7,1,0,1,83.4,0,49.6
0,40,Tier2,Tier2_College,63.2,6,1,0,69.6,0,48.1
0,29,Metro,Tier3_College,67.0,4,0,0,80.9,1,49.0
0,27,Metro,IIT_NIT,80.6,5,1,0,44.5,1,55.0
0,31,Tier2,Tier2_College,66.2,2,0,1,85.1,0,62.3
0,26,Metro,Tier3_College,64.2,4,0,0,70.4,0,45.0
0,39,Metro,Tier3_College,83.0,1,1,1,63.8,0,74.9
1,31,Metro,Tier3_College,68.6,4,2,1,60.0,0,61.7
0,31,Tier2,Tier3_College,65.9,4,0,0,58.1,0,62.8
1,28,Tier2,Tier2_College,55.7,5,1,0,85.0,0,37.2
1,39,Metro,Tier2_College,82.4,7,0,0,71.9,0,64.8
0,22,Tier3,IIT_NIT,71.5,6,1,0,63.5,0,56.1
1,28,Tier3,IIT_NIT,67.8,2,0,0,54.9,1,54.4
1,42,Metro,Tier2_College,41.9,1,0,1,81.8,1,31.0
1,22,Metro,IIT_NIT,81.4,4,2,1,46.3,1,60.2
1,36,Tier3,Tier3_College,52.1,3,1,0,68.7,0,40.5
0,25,Tier2,IIT_NIT,74.3,3,0,0,56.7,0,52.9
1,41,Metro,Tier2_College,57.1,5,0,1,85.8,1,41.2
1,31,Tier2,Tier3_College,53.0,1,0,0,71.7,0,46.0
1,44,Tier3,Tier2_College,81.0,4,0,0,74.5,0,64.8
1,30,Metro,Tier3_College,69.4,5,0,0,66.8,0,37.1
0,23,Tier3,Tier3_College,68.6,8,1,0,66.6,1,64.0
0,35,Tier2,Tier3_College,95.3,4,1,1,67.2,0,80.3
1,37,Tier2,Tier2_College,95.1,5,1,0,71.7,1,70.2
1,22,Tier3,Tier3_College,64.5,8,0,1,70.7,1,56.3
0,23,Metro,IIT_NIT,49.7,4,0,0,66.2,0,31.0
0,28,Tier2,Tier3_College,87.8,4,0,0,68.1,0,62.8
0,31,Tier2,IIT_NIT,49.2,3,0,1,59.2,0,38.8
0,43,Tier2,IIT_NIT,74.7,6,0,0,55.9,0,50.7
1,41,Metro,Tier3_College,64.2,4,0,1,67.2,0,61.5
1,22,Metro,Tier2_College,69.1,7,0,0,83.6,0,48.8
0,34,Metro,Tier3_College,85.2,5,0,0,62.5,0,74.9
0,22,Metro,Tier2_College,57.0,2,1,0,81.6,0,26.7
0,26,Metro,Tier3_College,59.5,5,2,1,73.3,0,47.8
0,37,Tier2,Tier3_College,78.6,3,2,1,69.6,0,70.9
1,36,Metro,Tier2_College,93.0,4,0,1,62.1,1,63.0
1,38,Tier2,Tier2_College,100.0,5,0,1,79.9,1,75.8
1,44,Metro,Tier2_College,47.7,4,0,1,68.7,0,30.3
0,37,Metro,Tier3_College,62.1,3,1,0,34.0,0,49.0
1,34,Metro,Tier2_College,53.6,4,0,0,82.2,1,41.0
1,32,Metro,Tier2_College,79.9,4,0,1,82.7,1,54.1
1,38,Tier2,Tier2_College,68.9,4,0,1,64.3,1,66.8
1,38,Metro,Tier2_College,80.3,3,0,0,80.5,1,62.6
0,23,Tier3,IIT_NIT,62.5,2,0,1,45.3,0,65.3
0,34,Tier3,Tier2_College,77.8,5,1,0,61.8,0,54.3
0,35,Tier2,Tier3_College,65.5,6,2,0,88.2,0,49.3
0,32,Tier3,Tier2_College,70.0,3,0,0,52.8,0,40.4
0,31,Metro,Tier2_College,59.9,4,1,0,48.1,0,26.8
1,24,Tier2,Tier2_College,87.0,5,0,0,69.4,1,79.3
1,38,Tier2,Tier2_College,50.3,9,0,0,87.0,0,33.2
1,36,Metro,Tier3_College,66.4,5,0,1,52.6,0,52.5
0,30,Metro,Tier2_College,92.9,3,2,0,65.9,0,59.3
1,31,Metro,IIT_NIT,85.9,4,0,1,83.8,1,75.1
1,29,Tier2,IIT_NIT,56.2,8,0,1,80.0,0,43.2
1,42,Tier2,Tier3_College,56.9,4,0,1,71.8,1,46.6
1,34,Tier2,Tier3_College,75.2,2,2,0,65.6,0,55.8
1,39,Tier2,Tier2_College,77.1,6,0,1,74.8,1,68.5
1,26,Tier2,IIT_NIT,84.7,3,1,0,84.5,0,76.4
0,27,Tier3,Tier2_College,48.3,4,0,0,56.1,0,33.9
0,38,Metro,Tier3_College,86.4,3,0,0,78.7,0,72.5
0,32,Tier3,Tier2_College,55.4,2,0,0,72.3,0,39.0
0,41,Tier2,Tier3_College,86.7,2,0,0,63.3,0,73.6
0,37,Tier2,Tier3_College,45.4,5,0,0,50.4,0,28.9
1,30,Tier2,Tier3_College,52.4,4,0,0,60.5,1,42.2
1,23,Tier2,Tier2_College,92.1,1,0,1,89.8,1,67.2
1,26,Metro,Tier2_College,92.9,4,0,1,91.4,1,78.6
0,22,Tier2,Tier3_College,69.4,4,1,0,69.6,0,46.4
1,25,Tier3,Tier2_College,63.4,1,0,0,97.5,0,44.9
1,25,Tier2,Tier2_College,67.8,4,0,0,71.0,0,55.7
0,43,Metro,IIT_NIT,73.8,3,0,1,53.3,0,60.8
1,24,Metro,Tier2_College,75.1,5,0,1,55.9,1,52.9
0,30,Tier3,Tier2_College,63.9,7,3,0,48.1,0,56.2
0,43,Metro,Tier2_College,40.9,2,2,0,73.2,0,54.6
1,44,Metro,IIT_NIT,60.4,5,1,0,67.2,0,47.5
0,33,Metro,Tier2_College,46.2,4,0,0,60.8,0,23.4
1,31,Tier3,IIT_NIT,78.7,2,0,1,67.9,0,60.9
1,23,Metro,Tier3_College,73.2,5,0,0,94.9,1,62.9
1,32,Tier2,Tier2_College,66.4,6,0,0,92.7,1,50.0
0,31,Tier2,Tier3_College,64.5,2,0,0,69.1,0,52.6
0,43,Metro,Tier3_College,95.5,9,0,0,79.1,1,71.1
0,27,Tier3,Tier3_College,84.0,1,1,1,73.3,0,70.3
1,39,Tier2,Tier3_College,70.9,5,0,0,75.4,1,58.9
1,23,Tier2,Tier2_College,60.5,5,0,0,56.9,1,51.4
0,23,Tier3,IIT_NIT,86.1,2,0,0,70.3,0,71.2
1,31,Tier3,Tier3_College,69.5,3,0,1,61.8,0,53.3
1,37,Tier2,Tier2_College,58.9,2,0,1,62.2,1,45.9
0,33,Metro,Tier2_College,59.7,1,0,0,74.4,0,52.7
1,22,Tier3,Tier2_College,77.3,6,0,0,88.8,1,65.4
1,42,Tier2,Tier3_College,81.3,7,0,0,74.7,0,63.8
0,29,Tier3,Tier2_College,76.9,4,0,0,59.9,0,55.6
0,37,Tier3,Tier2_College,77.2,6,1,1,60.1,0,46.8
1,39,Metro,Tier3_College,63.7,5,0,1,81.5,1,51.9
1,34,Tier3,Tier3_College,60.4,0,0,1,65.5,0,43.7
1,36,Metro,IIT_NIT,70.1,4,0,0,70.7,1,57.5
1,42,Tier2,Tier3_College,66.9,5,2,1,63.0,0,44.3
0,33,Metro,Tier2_College,54.0,5,0,0,61.3,0,52.1
0,29,Tier3,Tier3_College,67.5,2,0,1,76.1,1,60.7
1,31,Tier2,Tier2_College,77.7,4,0,1,71.9,0,66.0
0,35,Tier2,Tier2_College,62.5,5,2,0,58.7,0,51.4
0,26,Tier3,Tier3_College,90.2,4,0,0,64.1,0,63.4
1,39,Tier2,Tier2_College,50.5,5,0,0,76.4,0,58.0
1,40,Tier2,IIT_NIT,56.5,3,0,0,58.8,0,51.3
1,36,Tier3,Tier3_College,60.0,3,0,1,73.1,0,46.2
1,27,Tier2,Tier2_College,79.5,3,0,0,77.4,0,51.1
0,32,Tier3,Tier3_College,71.0,6,1,1,84.0,0,55.3
1,42,Tier3,Tier2_College,55.6,4,0,1,73.2,1,42.4
0,32,Tier2,IIT_NIT,41.8,6,1,0,48.1,0,39.3
1,41,Tier2,Tier3_College,51.4,3,0,0,77.9,0,38.5
1,41,Metro,Tier2_College,43.5,5,0,0,76.5,0,17.7
1,42,Tier2,IIT_NIT,80.2,5,2,0,71.7,0,54.7
1,39,Metro,Tier2_College,53.2,2,2,1,87.6,1,48.6
1,39,Tier3,Tier3_College,77.5,2,3,0,73.6,0,52.1
0,31,Metro,Tier2_College,75.6,3,2,0,76.8,1,49.9
1,23,Metro,Tier2_College,84.7,5,0,0,64.7,1,70.9
1,30,Metro,Tier2_College,58.0,4,0,1,78.7,1,46.5
0,35,Metro,IIT_NIT,73.7,10,0,1,62.6,0,50.6
1,40,Tier2,IIT_NIT,69.7,4,0,0,64.6,0,62.0
1,31,Metro,Tier3_College,69.7,5,0,0,68.4,0,47.1
0,44,Metro,Tier3_College,67.7,3,0,0,51.6,0,55.1
1,25,Metro,IIT_NIT,79.8,4,1,1,69.4,1,69.3
1,27,Tier3,Tier2_College,78.3,2,0,0,66.5,1,58.2
1,35,Tier3,Tier3_College,68.0,2,0,0,59.9,0,54.8
1,25,Metro,IIT_NIT,61.6,7,0,1,91.7,1,36.6
1,36,Tier2,Tier2_College,60.0,5,0,0,70.5,1,54.0
1,37,Tier2,Tier3_College,68.5,6,0,1,65.7,1,53.3
1,28,Metro,Tier3_College,71.1,4,0,0,65.1,1,65.1
0,38,Tier2,IIT_NIT,66.7,2,0,0,81.0,0,39.4
1,40,Metro,Tier2_College,49.9,5,0,1,65.8,1,30.6
1,40,Tier3,IIT_NIT,63.7,3,0,0,69.2,0,50.6
0,38,Metro,Tier2_College,60.6,4,1,0,76.8,0,38.2
1,27,Tier3,Tier3_College,68.2,8,2,1,53.9,0,54.1
1,32,Metro,Tier2_College,100.0,4,0,1,69.4,1,71.8
0,37,Tier2,Tier2_College,74.0,2,2,0,67.7,0,54.0
1,29,Tier3,Tier2_College,85.7,4,0,1,66.9,0,61.5
1,32,Metro,IIT_NIT,58.4,3,0,1,78.0,1,35.1
1,28,Tier2,IIT_NIT,68.3,5,0,1,70.9,1,45.7
0,45,Metro,Tier3_College,85.2,5,0,1,77.5,0,68.8
0,43,Tier2,Tier2_College,45.9,9,0,1,52.1,0,26.8
0,40,Metro,Tier2_College,64.7,2,0,0,73.7,1,53.7
1,31,Metro,Tier2_College,76.7,7,0,0,72.8,0,52.9
0,30,Tier2,Tier3_College,67.0,2,0,0,65.9,0,59.3
1,25,Tier2,Tier2_College,60.0,2,0,1,74.3,1,38.1
0,44,Tier2,Tier2_College,60.8,3,2,0,51.4,0,54.2
0,36,Metro,Tier2_College,72.4,4,2,0,64.6,0,55.0
1,34,Metro,Tier2_College,46.0,2,0,0,85.1,0,36.3
1,23,Tier2,Tier3_College,69.7,7,0,0,59.9,0,62.2
0,23,Tier2,Tier2_College,78.2,4,1,0,67.0,0,63.2
0,37,Metro,Tier3_College,62.9,1,1,0,70.0,0,47.1
0,30,Metro,Tier3_College,46.2,6,1,0,70.9,0,34.3
1,34,Metro,Tier3_College,60.8,3,0,0,43.5,0,32.1
1,24,Metro,Tier2_College,66.3,3,2,0,91.1,0,62.9
0,30,Metro,Tier2_College,52.9,1,0,0,56.8,0,32.6
0,34,Metro,Tier2_College,68.4,3,0,0,84.7,1,58.5
0,42,Tier2,IIT_NIT,70.4,2,0,0,53.6,0,54.1
1,43,Tier2,Tier3_College,84.8,3,0,1,75.1,1,51.2
1,23,Tier2,Tier3_College,65.7,7,0,0,64.8,1,45.7
0,29,Metro,Tier3_College,69.6,3,1,0,58.2,0,56.5
1,30,Metro,Tier2_College,60.3,3,1,1,100.0,0,38.0
0,37,Tier2,IIT_NIT,61.3,4,1,0,62.1,0,40.0
0,23,Tier3,Tier2_College,77.9,6,0,0,45.9,1,65.4
1,27,Tier2,Tier3_College,64.7,3,0,0,87.2,0,49.7
1,43,Tier2,Tier2_College,79.6,6,0,1,80.0,0,70.6
1,29,Tier3,IIT_NIT,67.3,4,0,0,86.7,1,49.8
1,26,Metro,Tier2_College,52.0,6,0,0,56.9,1,28.4
0,30,Metro,Tier3_College,58.3,4,3,1,57.2,1,38.1
1,22,Tier2,Tier3_College,100.0,5,0,0,74.5,1,79.4
0,30,Metro,Tier3_College,66.6,2,0,0,63.6,0,46.7
1,31,Tier2,Tier3_College,45.4,3,0,1,63.0,0,43.5
0,44,Tier2,Tier2_College,52.1,6,0,1,73.4,0,33.2
1,25,Tier3,IIT_NIT,58.0,5,0,1,53.3,1,49.4
0,24,Metro,Tier2_College,55.5,2,3,0,53.6,0,38.1
0,31,Tier2,Tier2_College,52.6,2,1,0,68.5,0,34.9
1,36,Tier2,Tier3_College,88.5,3,0,1,58.3,0,62.0
0,32,Tier3,Tier2_College,77.3,5,0,1,57.4,0,52.0
1,35,Tier3,IIT_NIT,65.2,4,0,0,70.5,0,46.4
0,27,Tier3,Tier2_College,59.8,9,2,0,54.9,1,57.6
0,33,Metro,IIT_NIT,65.7,0,1,0,57.7,0,73.1
0,34,Tier2,Tier2_College,92.9,2,2,0,80.4,0,73.3
0,38,Metro,Tier2_College,55.9,4,0,0,65.4,0,44.5
1,37,Metro,Tier2_College,45.9,4,0,0,80.8,1,34.0
0,24,Tier3,Tier2_College,77.3,3,0,1,56.0,0,52.0
1,23,Tier3,Tier2_College,82.1,4,0,0,66.1,1,70.8
1,32,Metro,Tier2_College,88.3,3,1,0,75.5,0,67.6
1,30,Metro,Tier2_College,63.1,5,1,0,73.1,1,40.7
1,24,Metro,Tier3_College,63.2,5,0,0,75.8,1,64.6
1,39,Tier3,IIT_NIT,96.2,8,2,0,93.6,1,90.9
1,41,Metro,IIT_NIT,76.3,8,0,0,84.4,1,65.8
0,36,Metro,Tier2_College,66.8,1,1,0,74.7,0,41.5
0,35,Metro,IIT_NIT,75.0,2,0,0,81.3,1,50.4
1,23,Tier2,Tier2_College,61.9,7,0,0,64.9,0,41.0
1,38,Tier3,Tier3_College,72.2,3,0,0,87.8,0,70.6
1,43,Metro,Tier3_College,72.0,2,0,1,55.2,1,45.5
0,29,Tier2,Tier2_College,79.7,3,2,0,71.3,0,56.3
1,31,Metro,Tier2_College,54.2,3,3,0,89.4,0,47.4
1,39,Tier2,IIT_NIT,73.0,4,0,0,53.0,0,55.4
1,40,Tier2,Tier2_College,51.7,3,0,0,71.1,0,28.8
0,29,Metro,Tier2_College,94.3,4,0,0,61.7,1,77.1
1,29,Metro,Tier3_College,62.1,8,0,1,57.0,1,64.3
0,24,Tier3,Tier2_College,44.8,4,1,0,65.6,0,29.2
0,24,Metro,Tier2_College,100.0,4,1,0,63.9,0,71.3
1,33,Tier2,Tier3_College,60.7,1,0,1,83.4,0,55.0
0,43,Tier2,Tier3_College,69.3,3,0,0,64.3,0,59.4
0,38,Metro,Tier3_College,44.3,4,0,0,55.2,0,26.2
0,25,Tier2,Tier2_College,67.3,5,1,0,63.1,0,69.1
1,38,Tier3,Tier2_College,91.4,11,0,1,62.2,1,66.3
1,35,Tier2,Tier3_College,77.9,6,0,0,87.6,1,65.4
0,40,Metro,Tier2_College,44.2,5,1,0,72.4,0,24.6
1,30,Tier2,IIT_NIT,57.3,3,0,0,70.1,0,50.9
1,42,Tier2,Tier3_College,80.9,6,1,0,93.5,1,55.3
0,33,Tier2,Tier2_College,76.9,2,1,0,68.7,1,54.7
1,26,Tier2,Tier3_College,61.2,1,0,0,64.9,0,40.0
1,32,Metro,Tier3_College,73.6,4,0,1,69.2,1,42.5
1,41,Tier2,Tier3_College,51.2,4,1,0,76.4,0,31.8
0,24,Tier2,IIT_NIT,49.7,4,0,0,56.1,0,37.2
1,42,Metro,Tier3_College,33.1,0,0,0,100.0,1,14.4
1,36,Tier2,Tier3_College,81.0,4,0,0,73.6,0,48.6
0,35,Metro,Tier3_College,66.5,3,1,0,70.0,0,51.5
0,32,Metro,Tier2_College,68.1,0,0,0,46.2,0,68.6
0,41,Tier3,IIT_NIT,25.0,2,2,0,35.7,0,22.9
0,29,Metro,Tier3_College,67.3,3,0,0,60.5,0,59.4
1,25,Metro,Tier2_College,75.7,2,0,1,66.6,1,58.1
0,33,Tier2,Tier2_College,38.7,3,2,0,56.5,0,31.3
0,29,Tier3,Tier2_College,68.6,2,1,0,61.0,0,51.4
1,27,Tier3,Tier2_College,67.1,4,0,0,44.4,1,50.3
0,36,Tier2,Tier3_College,61.5,5,2,0,72.3,0,39.4
1,33,Metro,Tier2_College,86.3,4,0,0,72.4,1,69.1
0,37,Tier3,Tier3_College,82.9,5,1,1,68.5,0,55.8
0,37,Tier2,IIT_NIT,100.0,5,2,0,68.3,1,72.2
0,42,Metro,Tier2_College,51.0,7,1,0,58.6,0,25.2
0,41,Tier3,Tier2_College,74.0,4,1,0,67.5,0,56.5
0,41,Tier2,Tier3_College,89.0,4,0,0,81.3,0,58.5
1,25,Metro,Tier2_College,58.3,6,2,1,64.2,0,47.9
1,32,Tier3,Tier2_College,91.7,4,2,1,80.0,1,71.4
0,34,Tier2,Tier3_College,73.1,4,0,0,80.5,1,52.5
1,30,Metro,Tier3_College,43.5,6,0,1,74.5,1,21.7
1,25,Metro,Tier2_College,50.0,3,1,0,71.2,0,41.2
1,33,Tier2,Tier2_College,59.9,5,0,0,66.8,1,58.8
0,30,Metro,Tier2_College,66.8,5,2,0,69.3,0,59.0
0,34,Metro,Tier2_College,85.3,4,0,1,96.1,1,71.4
0,37,Tier2,IIT_NIT,66.7,7,2,0,57.3,0,48.6
1,27,Tier3,Tier3_College,84.8,2,0,0,74.4,0,67.3
1,31,Tier2,Tier3_College,69.5,4,1,0,74.3,1,40.7
0,34,Tier3,Tier2_College,68.2,5,1,0,75.6,0,44.2
0,28,Tier3,Tier2_College,63.9,3,1,0,62.5,1,57.3
1,40,Tier2,Tier3_College,81.7,3,0,0,74.1,1,53.6
1,45,Metro,Tier2_College,69.8,1,1,1,63.6,1,52.9
1,40,Tier3,Tier3_College,57.7,3,0,1,61.2,1,44.3
1,38,Tier2,IIT_NIT,72.6,3,1,0,69.2,0,42.3
0,34,Metro,Tier2_College,61.6,6,0,0,48.4,0,52.4
1,34,Metro,Tier3_College,60.8,3,0,0,68.5,0,57.5
1,42,Tier3,Tier2_College,84.6,5,1,0,73.5,1,82.1
0,23,Metro,Tier2_College,65.8,7,1,0,82.4,1,58.5
1,31,Metro,Tier3_College,97.9,0,1,1,66.6,0,76.5
1,43,Tier2,Tier3_College,78.3,5,1,0,69.1,1,63.1
0,34,Tier3,Tier3_College,57.3,7,0,0,63.3,0,50.4
1,30,Tier2,Tier2_College,56.3,6,0,1,63.4,0,47.2
1,22,Metro,Tier2_College,50.6,2,0,1,68.6,1,56.6
1,35,Metro,Tier3_College,76.5,5,2,0,82.1,0,65.4
0,37,Tier2,Tier3_College,56.0,2,1,0,91.5,0,50.0
0,41,Metro,Tier3_College,36.3,4,1,1,71.2,0,28.5
1,36,Tier2,Tier3_College,44.9,3,0,0,82.7,0,17.8
0,22,Metro,IIT_NIT,52.5,1,1,0,51.8,1,18.1
1,38,Tier3,Tier3_College,72.7,7,0,0,72.2,0,51.9
1,45,Tier2,Tier3_College,66.8,8,0,1,88.3,0,61.6
0,34,Metro,Tier3_College,81.2,6,0,0,81.1,0,68.2
1,36,Tier3,Tier2_College,55.3,9,2,1,65.7,0,44.7
1,37,Metro,Tier3_College,63.5,7,0,1,84.8,0,55.1
0,37,Metro,IIT_NIT,92.5,2,0,0,71.9,0,74.8
1,23,Tier3,Tier2_College,63.2,4,0,1,51.5,0,63.5
1,38,Metro,Tier3_College,71.1,3,0,0,63.2,0,50.2
1,32,Tier2,Tier3_College,58.8,4,0,1,78.5,0,38.5
1,29,Metro,Tier2_College,64.8,4,0,1,70.3,0,53.3
1,41,Metro,Tier3_College,74.7,3,0,0,55.0,0,60.6
1,24,Metro,Tier2_College,77.2,4,0,0,75.6,1,59.9
1,33,Tier2,IIT_NIT,69.7,5,0,0,62.7,1,56.3
1,41,Tier2,IIT_NIT,64.4,3,0,1,37.6,1,63.5
1,37,Metro,Tier3_College,69.8,2,2,0,71.6,1,53.6
0,35,Metro,Tier2_College,57.7,4,0,0,46.8,0,42.2
1,37,Tier3,IIT_NIT,65.0,5,0,0,67.1,0,47.1
0,42,Tier3,Tier3_College,72.7,0,1,0,61.7,0,44.9
0,38,Tier2,Tier2_College,81.8,3,3,0,93.2,0,56.6
0,32,Tier3,Tier3_College,55.2,3,0,0,70.1,0,54.0
1,38,Tier2,Tier3_College,65.5,6,0,0,73.8,0,51.2
1,40,Metro,Tier3_College,53.9,5,0,1,88.3,0,38.8
1,43,Metro,Tier2_College,61.8,2,0,1,68.0,0,54.7
1,22,Metro,Tier2_College,82.0,6,0,0,68.0,1,61.9
1,33,Tier3,Tier3_College,60.5,4,0,1,59.2,1,57.4
1,36,Tier2,Tier2_College,66.7,3,1,0,83.9,0,55.9
1,39,Tier2,IIT_NIT,50.7,7,0,0,72.3,1,31.9
0,44,Metro,Tier2_College,60.1,3,2,0,60.1,0,53.7
0,35,Tier2,IIT_NIT,46.3,5,0,0,74.4,0,38.6
1,22,Tier3,Tier3_College,71.9,3,0,0,53.6,0,53.7
1,34,Tier3,Tier3_College,73.2,8,0,1,57.8,1,59.6
0,36,Metro,Tier2_College,72.7,1,0,0,64.4,0,55.2
0,28,Tier2,Tier2_College,73.6,1,1,1,66.2,1,44.4
1,36,Metro,Tier3_College,72.7,4,1,0,77.0,0,54.3
0,41,Tier2,Tier2_College,46.6,3,3,0,62.4,0,33.4
1,31,Tier2,Tier3_College,57.0,4,0,1,72.9,0,31.7
1,35,Metro,Tier2_College,36.6,6,0,1,82.2,1,27.5
1,27,Tier3,Tier3_College,61.5,1,0,0,86.6,0,45.9
0,35,Metro,Tier3_College,55.8,4,0,1,68.5,0,65.8
1,45,Tier3,IIT_NIT,67.5,6,0,1,88.2,0,40.9
1,43,Metro,Tier2_College,100.0,4,0,0,74.5,1,74.6
1,33,Tier2,Tier2_College,79.0,2,0,1,66.8,1,55.3
1,32,Tier3,Tier3_College,89.4,2,0,0,61.9,0,60.4
0,41,Metro,IIT_NIT,79.5,0,1,0,52.6,0,72.1
1,43,Tier2,Tier2_College,66.6,4,0,0,64.5,0,66.0
1,45,Tier2,Tier2_College,67.9,4,0,0,78.9,0,46.8
1,40,Metro,Tier3_College,80.1,4,0,0,63.8,1,70.1
0,23,Tier2,Tier3_College,71.5,2,0,0,55.7,0,59.7
1,43,Tier2,Tier2_College,64.0,5,0,0,64.0,1,53.1
1,41,Tier3,IIT_NIT,88.0,5,0,0,75.4,1,67.4
0,22,Tier3,IIT_NIT,74.2,8,0,1,55.3,0,68.4
0,29,Tier2,Tier2_College,48.0,3,0,0,41.5,0,45.3
1,35,Tier2,Tier2_College,65.5,5,0,1,48.9,0,55.2
0,30,Tier3,Tier2_College,68.7,3,1,0,52.4,0,40.5
0,23,Tier2,Tier3_College,62.3,4,1,1,65.6,0,54.4
0,44,Metro,Tier2_College,62.6,5,1,0,64.8,0,62.9
1,26,Tier2,Tier3_College,62.2,2,0,0,68.5,0,48.9
1,44,Tier3,IIT_NIT,43.0,7,0,1,84.3,0,31.0
1,29,Tier2,IIT_NIT,40.5,3,0,0,90.8,0,39.1
0,37,Tier2,Tier2_College,58.9,4,0,0,52.1,0,54.3
1,43,Metro,Tier3_College,62.4,4,0,0,57.6,0,44.4
1,37,Tier3,Tier2_College,49.2,4,0,0,80.5,0,42.6
1,34,Tier2,Tier3_College,53.7,7,3,0,70.9,0,50.5
1,41,Tier2,Tier2_College,64.5,5,0,0,70.3,1,41.7
0,36,Metro,Tier2_College,82.4,3,1,1,56.1,0,69.8
1,22,Metro,Tier3_College,81.5,1,0,0,57.2,0,59.6
0,43,Tier3,Tier2_College,82.0,4,1,0,33.5,0,65.8
1,24,Tier3,Tier2_College,53.9,5,3,0,69.1,0,42.3
0,27,Metro,IIT_NIT,64.9,7,3,0,78.5,0,54.4
0,43,Metro,Tier3_College,85.3,2,2,0,74.6,0,70.2
0,35,Metro,Tier3_College,43.3,0,2,0,71.1,0,34.9
1,25,Metro,IIT_NIT,61.6,6,0,0,61.1,0,46.5
0,39,Metro,Tier2_College,71.1,2,0,1,51.4,1,49.0
1,36,Tier3,Tier3_College,44.1,5,0,1,76.0,0,45.5
0,30,Tier3,Tier3_College,74.0,3,0,0,48.6,0,52.0
0,39,Metro,Tier2_College,89.7,6,0,1,58.0,1,63.3
1,24,Tier2,Tier3_College,85.1,5,0,1,60.7,1,53.7
0,31,Metro,Tier2_College,65.5,8,0,0,67.8,0,58.7
1,38,Metro,IIT_NIT,79.4,6,1,0,73.5,0,60.5
1,28,Metro,IIT_NIT,44.0,4,0,0,82.7,0,36.2
0,36,Tier2,Tier2_College,71.9,5,2,0,65.4,0,61.6
0,22,Metro,Tier2_College,63.7,7,1,1,66.8,0,50.5
0,32,Tier2,Tier3_College,65.9,3,1,0,78.7,0,43.7
1,38,Metro,Tier2_College,69.5,3,0,1,65.4,0,50.0
1,26,Metro,Tier2_College,73.4,3,0,0,73.3,1,43.7
1,28,Metro,IIT_NIT,47.7,5,0,1,60.6,0,50.7
1,40,Tier3,Tier3_College,54.3,6,0,1,69.8,1,43.0
0,45,Tier2,Tier3_College,64.4,9,3,1,74.7,0,46.6
0,36,Tier3,Tier2_College,43.1,8,0,1,55.5,1,43.7
1,24,Tier2,Tier2_College,69.9,2,2,1,89.9,1,39.6
0,36,Metro,IIT_NIT,79.7,4,1,0,68.4,0,72.3
0,26,Tier2,Tier2_College,87.5,7,0,0,71.7,0,63.6
0,44,Metro,IIT_NIT,69.3,1,0,0,49.5,0,61.0
1,33,Tier2,Tier2_College,94.4,8,0,1,86.8,1,74.5
1,41,Metro,Tier3_College,67.5,7,0,1,86.1,1,36.9
